ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Climate_Influence,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
11,Middle East and Central Asia,,MECATMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,87.7654979432937,87.8310409504735,87.747599375233,87.9894581999437,88.1787150691718,88.5468620711793,88.886594055129,90.0095264453282,91.4097900258848,91.9332431711801,92.2114646521208,92.3912766117921,92.9385376302869,92.6248716565705,92.5944987080116,92.6938941490667,92.7464339996627,93.1484402582177,93.2464219690514,93.1913946772085,99.9946877811698,99.8762702425512,99.9700984145296,100,99.8838585933078,99.9684577671897,100.288853852268,100.459117613422,100.69345138613,100.545003423861,100.651420762001
12,Oceania,,OCETMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.0212224491586,95.0229196739052,95.0081577042132,95.2540464052591,95.3384827746282,95.5456380498644,95.7840825897398,96.7718042707991,97.8269079061826,98.419151409934,98.8607382920657,99.1871106353018,99.351226720504,99.4191373277358,99.3623776563962,98.9436987042607,99.1776930023451,99.370477703907,99.3295895702753,99.6297509469873,99.7478380247964,99.6459119633763,99.9010104069999,100,100.024801713081,99.9746779690384,99.9755517054096,99.9818768592124,100.021440382627,99.9940372160117,100.070666269844
13,Sub-Saharan Africa,,SSA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.4273564614627,96.5097383070002,96.4543549382791,97.3317054778865,97.6637566682638,98.1064381277835,98.5832420196061,99.7514253365282,100.309840599581,100.793738368161,101.180427410954,101.383550421442,101.629960386035,101.734945296972,101.86746300243,102.008424155472,102.214594187079,102.564220534957,102.442738863637,102.621877201331,100.420233854668,100.418198949257,100.250922061729,100,99.9079692626301,99.7826735939168,99.4144349449167,99.3875955784646,99.3699222293151,99.3144981619834,99.386526484247
14,World,,WLD,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,96.8230513148608,97.065634411789,96.8758766104547,97.4462859119664,97.6055250704805,97.8405941882831,98.1469010584467,98.8290432468965,99.3335075895485,99.5382009346991,99.7054358353644,99.7946336670072,100.123592162427,100.038018762763,100.112280684414,100.06746022208,100.119702310698,100.184813208301,100.174347427502,100.153299475358,100.050551553132,100.029340301153,100.020658074985,100,99.8701705575415,99.7899567604356,99.7466073548371,99.6753408724838,99.6854494326193,99.6573866787152,99.6660912913236
15,"Andorra, Principality of",AD,AND,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.4366641937263,87.2544655595503,87.2727272727273,89.035005989618,90.8520469281816,90.8710536325599,96.3233168505135,79.9665271966527,79.9665271966527,79.9665271966527,79.9665271966527,78.1654587304305,79.9498012967998,79.9498012967998,79.9665271966527,78.1491061240015,78.1491061240015,85.4187904146063,85.4187904146063,87.2727272727273,89.0536325599087,94.5256710228462,96.3233168505135,100,99.9790751203181,99.9790751203181,136.363636363636,136.363636363636,135.310078261036,136.335102436797,136.335102436797
16,United Arab Emirates,AE,ARE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,69.2619104001294,73.4603523556532,77.2434429483069,83.1915856323644,89.7987847699307,90.0461054624286,85.0907695956371,73.2314541329143,77.3045097859607,79.4416268963403,80.3425849592379,78.1533388293487,77.9425492322388,79.2068525542833,75.4023832476784,73.9641537662972,75.7931055540289,101.847414278581,100.476461855896,97.715963610269,95.9541878079028,95.3375469451314,99.9726597406554,100,100.867290163477,101.224531663375,100.329760923331,105.053280815853,106.232465071783,107.010472962658,109.587493511648
17,"Afghanistan, Islamic Rep. of",AF,AFG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,98.5921877792345,98.6992572286613,98.6768994178533,98.7547030283035,98.9951631022114,99.1081934708546,99.3410814796273,99.7548797227137,99.562155853771,98.9498593547979,98.8289775986059,98.6943486486307,98.7990013983061,99.3696487848579,99.3057945319141,99.4389068708328,99.630980309927,99.900997992546,100.02543973218,100.065433658874,100.167114229639,100.217017759344,100.058264702484,100,98.93826110054,98.4136647147034,98.2503570635901,98.4913913549587,98.4927425048118,98.4947039479974,98.5201121197731
18,Antigua and Barbuda,AG,ATG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,84.390243902439,85.3658536585366,85.8350149625275,85.8536585365854,87.3170731707317,87.7858107571303,89.2295309405548,90.2047170710526,91.1997033976855,87.3170731707317,85.3473160138767,82.9268292682927,82.4390243902439,82.4390243902439,83.9024390243902,85.3473160138768,86.3414634146342,88.2926829268293,88.7804878048781,89.7366065517333,90.7317073170732,94.1258970895898,99.0243902439025,100,99.9782844733985,100.509635815454,103.414634146341,103.414634146341,103.016330858961,103.414634146341,106.318370805858
19,Anguilla,AI,AIA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,74.906600249066,74.906600249066,74.906600249066,74.906600249066,74.906600249066,83.2295558322956,91.5525114155251,91.5525114155251,91.43864013267,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,91.5525114155251,99.8754669987547,100,100,100,100,100,100,100.375469336671,108.063847429519,133.001658374793
20,Albania,AL,ALB,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.1928302426467,95.1804357153072,95.1921669889035,95.5468838470323,95.5026934261334,95.8812032225771,95.8440196405587,95.6431339569008,94.989419758767,94.8486437526815,94.8635680734497,94.7091137323786,94.4392953464333,93.2163798445917,94.371931162702,94.3471421080231,99.1348979993684,98.959468377411,101.652885127572,101.063670419041,100.594937312294,100.254215261205,100.081041140297,100,99.1647995423559,98.8059674581983,97.6856967745031,97.0294651668293,96.3710632097355,96.2953252206919,96.256852743481
21,"Armenia, Rep. of",AM,ARM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.6338004000458,94.9275525610113,94.1053717304548,97.3412931357117,98.3947703341501,101.146545952877,102.788953300899,102.678969642455,102.568552456121,102.906131513345,103.239638733386,102.633901403135,100.561440550831,100.667351627466,100.558848051919,100.039772162728,100.126529108481,100.341731402494,99.9668728556332,100.354575199533,99.9853527728328,99.8306569174392,100.019491318266,100,99.0532297891715,99.0493909248375,98.7775198864276,98.54508539084,98.4377864158472,98.3691876102736,98.4042471429654
22,Angola,AO,AGO,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,93.6762795395071,93.6817694915598,93.6864681794451,93.616569691193,93.6410298699531,94.0725951477287,94.7324677977112,96.1061395549047,96.0399721450911,95.6835720879731,96.7037111306878,97.2894474287013,97.0885733708854,97.0357134411642,97.6445802149872,98.3820375687193,98.5913159409361,99.207527013836,99.8051367977699,100.43938289334,100.204128199508,99.7630466460232,99.8622802482921,100,100.22471458566,100.333643434439,101.281903267772,102.463473109523,103.218657380337,103.529223974166,104.294373555907
23,Argentina,AR,ARG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,92.1786094660064,92.1968776764388,92.2145233210455,92.6395722602474,92.9427356182531,93.4080610448655,94.1247880278444,95.2540655638901,95.6828372591178,96.4749188088597,96.8619248143073,97.6016957459485,98.3342690520501,98.825937498234,99.1428152989522,99.3874975201979,99.4588815886871,99.4559236244777,99.7937087955016,99.9010393451871,100.001880940489,99.99079257893,99.9289401474679,100,99.8477065708912,99.8591680403872,99.7340704002004,99.7978277540579,99.8493973704345,99.9903694164593,100.013897048559
24,American Samoa,AS,ASM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,100.333125249367,100,99.9501743896363,99.6168582375479,99.5672235299059,99.2337164750958,99.1842726701755,100.333125249367,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.468102351678,100,100
25,Austria,AT,AUT,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.9198340219764,95.3370137408465,95.5440749592138,94.947018436232,94.9540796325551,95.1030212479394,95.3381000787423,96.5797842937125,96.8393036582385,97.056686629996,97.316437348239,97.5200097425811,98.9898249156823,99.055666391959,98.8991157013779,98.8930230031775,99.0440237907716,99.0032861682192,99.4069786676933,99.5635299634388,99.6389118084599,99.7433190994386,100.017924553923,100,99.8241324197043,99.7960065501697,99.8339094607671,99.7197251568399,99.9720601658659,100.15600864689,100.28787919937
26,Australia,AU,AUS,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.7852281085511,94.8175833378473,94.808128365582,95.0311780025133,95.1516778728614,95.3613817318186,95.6785417492762,96.660547210729,97.7288829896967,98.3680014633762,98.8138898153285,99.1705444275167,99.3942050884135,99.4489320364893,99.3500131010456,99.0453310985661,99.2144920911673,99.4640348887053,99.3993685487225,99.7398163126132,99.834848088833,99.717599723731,99.8955439513158,100,99.9731694322963,100.024433852268,100.006701393443,99.9638589683925,99.9841372118311,99.945656513703,100.001618469615
27,"Aruba, Kingdom of the Netherlands",AW,ABW,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,31.981188429568,31.981188429568,31.981188429568,31.981188429568,31.981188429568,31.981188429568,32.8949366704128,32.8949366704128,33.3148763381322,33.3148763381322,33.3148763381322,33.3148763381322,33.3148763381322,33.3148763381322,33.7899543378995,33.7899543378995,34.7224331521024,36.5296803652968,37.0068037542144,40.1826484018265,43.8599155605504,62.1348803774464,95.0825235464991,100,100,126.554131357005,133.407243163341,136.605362006298,137.06223612672,159.817351598174,184.931506849315
28,"Azerbaijan, Rep. of",AZ,AZE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,91.4667589876675,91.563966669979,91.718753861378,92.3279627169025,94.9438471494589,95.2464348651881,95.9066758088784,97.0979445635961,97.6993627979279,98.5476993224068,98.8834846879442,99.0230566793437,99.2664898596556,99.5283392786292,99.6191758715066,99.5451489827759,99.5323970380805,99.6666085117055,99.8275038407103,99.9160993430634,99.8912320491991,100.14017781363,100.060911419895,100,99.2318694633514,99.6388031708993,99.4063947119019,99.2297488032058,98.6512157438153,98.6283296411672,98.5988886742313
29,Bosnia and Herzegovina,BA,BIH,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate and Weather, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.4112536029074,86.2627526854624,87.1327894022841,88.3572469420623,90.0264928633574,91.076664096124,94.8285224946739,97.6216453510916,100.720557506059,100.991049155187,101.259231307708,101.572528214857,102.048739513725,102.137098458582,101.809161954,101.711214312423,101.447209451997,99.9870235802783,99.7779635307025,100.150577985606,99.9565562471281,99.9283460461344,99.7669075567066,100,100.174610468274,100.529679602323,101.286801435537,100.762969006782,101.479642942374,101.53222774552,102.026182136411
